Date,BitCoin,Gold,Flag,Delta_BitCoin,Delta_Gold
11-23-2018,4309.3375,1223.65,1,-239.46000000000004,-3.3999999999998636
11-24-2018,4352.98,1223.65,0,43.64249999999993,0.0
11-25-2018,3823.511667,1223.65,0,-529.4683329999993,0.0
11-26-2018,3920.536667,1223.4,1,97.02499999999964,-0.25
11-27-2018,3793.35,1221.2,1,-127.18666699999994,-2.2000000000000455
11-28-2018,4103.453846,1213.25,1,310.10384600000043,-7.9500000000000455
11-29-2018,4263.7833329999985,1226.25,1,160.32948699999815,13.0
11-30-2018,4278.77,1217.55,1,14.986667000001944,-8.700000000000045
12-01-2018,4116.7775,1217.55,0,-161.9925000000003,0.0
12-02-2018,4167.546667000001,1217.55,0,50.76916700000129,0.0
12-03-2018,4140.6,1230.3,1,-26.94666700000107,12.75
12-04-2018,3961.493333,1240.3,1,-179.10666700000047,10.0
12-05-2018,3858.349167,1235.9,1,-103.14416600000004,-4.399999999999864
12-06-2018,3744.98,1242.55,1,-113.36916699999983,6.649999999999864
12-07-2018,3405.643333,1243.3,1,-339.33666700000003,0.75
12-08-2018,3435.34,1243.3,0,29.69666700000016,0.0
12-09-2018,3453.66,1243.3,0,18.31999999999971,0.0
12-10-2018,3523.96,1245.35,1,70.30000000000018,2.0499999999999545
12-11-2018,3426.19,1245.3,1,-97.76999999999998,-0.049999999999954525
12-12-2018,3407.28,1245.75,1,-18.909999999999854,0.4500000000000455
12-13-2018,3406.7625,1242.75,1,-0.517500000000382,-3.0
12-14-2018,3278.3741670000004,1235.35,1,-128.38833299999942,-7.400000000000091
12-15-2018,3242.42,1235.35,0,-35.954167000000325,0.0
12-16-2018,3271.238333,1235.35,0,28.81833299999971,0.0
12-17-2018,3392.405,1241.65,1,121.16666700000042,6.300000000000182
12-18-2018,3556.54,1246.3,1,164.13499999999976,4.649999999999864
12-19-2018,3808.0425,1255.0,1,251.50250000000005,8.700000000000045
12-20-2018,3982.850833,1259.75,1,174.80833299999995,4.75
12-21-2018,4135.19,1258.15,1,152.33916699999963,-1.599999999999909
12-22-2018,3910.973333,1258.15,0,-224.2166669999997,0.0
12-23-2018,4027.478333,1258.15,0,116.50500000000011,0.0
12-24-2018,3995.17,1258.15,0,-32.30833299999995,0.0
12-25-2018,3813.88,1258.15,0,-181.28999999999996,0.0
12-26-2018,3825.379167,1258.15,0,11.499166999999943,0.0
12-27-2018,3848.21,1268.0,1,22.830832999999984,9.849999999999909
12-28-2018,3743.905,1279.0,1,-104.30499999999984,11.0
12-29-2018,3912.285833,1279.0,0,168.3808329999997,0.0
12-30-2018,3770.36,1279.0,0,-141.92583299999978,0.0
12-31-2018,3791.545833,1279.0,0,21.185833000000002,0.0
01-01-2019,3752.271667,1279.0,0,-39.27416600000015,0.0
01-02-2019,3855.88,1282.9,1,103.60833300000013,3.900000000000091
01-03-2019,3865.7975,1290.45,1,9.917500000000018,7.5499999999999545
01-04-2019,3822.626667,1279.9,1,-43.17083300000013,-10.549999999999955
01-05-2019,3856.62,1279.9,0,33.99333299999989,0.0
01-06-2019,3920.456667,1279.9,0,63.836667000000034,0.0
01-07-2019,4036.093333,1292.2,1,115.63666599999988,12.299999999999955
01-08-2019,4032.25,1286.45,1,-3.8433329999998023,-5.75
01-09-2019,4034.138333,1288.6,1,1.888332999999875,2.1499999999998636
01-10-2019,3812.585833,1291.9,1,-221.55249999999978,3.300000000000182
01-11-2019,3646.25,1288.95,1,-166.3358330000001,-2.9500000000000455
01-12-2019,3646.345833,1288.95,0,0.09583299999985684,0.0
01-13-2019,3599.841667,1288.95,0,-46.504165999999714,0.0
01-14-2019,3531.96,1292.75,1,-67.8816670000001,3.7999999999999545
01-15-2019,3656.785,1294.4,1,124.82499999999982,1.650000000000091
01-16-2019,3621.270833,1292.3,1,-35.514166999999816,-2.1000000000001364
01-17-2019,3621.43,1290.7,1,0.15916699999979755,-1.599999999999909
01-18-2019,3632.395,1284.2,1,10.965000000000146,-6.5
01-19-2019,3690.523333,1284.2,0,58.12833300000011,0.0
01-20-2019,3703.98,1284.2,0,13.456666999999925,0.0
01-21-2019,3548.4275,1279.55,1,-155.55250000000024,-4.650000000000091
01-22-2019,3540.02,1282.1,1,-8.4074999999998,2.5499999999999545
01-23-2019,3587.35,1279.8,1,47.32999999999993,-2.2999999999999545
01-24-2019,3566.4,1283.7,1,-20.949999999999818,3.900000000000091
01-25-2019,3586.25,1293.9,1,19.84999999999991,10.200000000000045
01-26-2019,3577.79,1293.9,0,-8.460000000000036,0.0
01-27-2019,3576.3,1293.9,0,-1.4899999999997817,0.0
01-28-2019,3554.5,1302.15,1,-21.800000000000182,8.25
01-29-2019,3448.58,1307.55,1,-105.92000000000007,5.399999999999864
01-30-2019,3421.6,1310.7,1,-26.980000000000018,3.150000000000091
01-31-2019,3470.0,1323.25,1,48.40000000000009,12.549999999999955
02-01-2019,3444.81,1318.7,1,-25.190000000000055,-4.5499999999999545
02-02-2019,3475.33,1318.7,0,30.519999999999982,0.0
02-03-2019,3506.22,1318.7,0,30.889999999999873,0.0
02-04-2019,3456.02,1312.15,1,-50.19999999999982,-6.5499999999999545
02-05-2019,3452.35,1314.2,1,-3.6700000000000728,2.0499999999999545
02-06-2019,3467.34,1312.4,1,14.990000000000236,-1.7999999999999545
02-07-2019,3405.7,1310.0,1,-61.64000000000033,-2.400000000000091
02-08-2019,3394.76,1314.85,1,-10.9399999999996,4.849999999999909
02-09-2019,3661.08,1314.85,0,266.3199999999997,0.0
02-10-2019,3664.38,1314.85,0,3.300000000000182,0.0
02-11-2019,3686.29,1306.4,1,21.909999999999854,-8.449999999999818
02-12-2019,3629.47,1310.0,1,-56.820000000000164,3.599999999999909
02-13-2019,3632.42,1312.8,1,2.950000000000273,2.7999999999999545
02-14-2019,3614.5,1311.45,1,-17.920000000000073,-1.349999999999909
02-15-2019,3600.31,1316.55,1,-14.190000000000055,5.099999999999909
02-16-2019,3608.2,1316.55,0,7.889999999999873,0.0
02-17-2019,3619.55,1316.55,0,11.350000000000364,0.0
02-18-2019,3670.74,1325.5,1,51.1899999999996,8.950000000000045
02-19-2019,3910.8,1334.15,1,240.0600000000004,8.650000000000091
02-20-2019,3926.53,1343.75,1,15.730000000000018,9.599999999999909
02-21-2019,3987.18,1331.25,1,60.649999999999636,-12.5
02-22-2019,3944.88,1329.05,1,-42.29999999999973,-2.2000000000000455
02-23-2019,3983.48,1329.05,0,38.59999999999991,0.0
02-24-2019,4139.6,1329.05,0,156.12000000000035,0.0
02-25-2019,3766.89,1331.05,1,-372.7100000000005,2.0
02-26-2019,3848.33,1325.05,1,81.44000000000005,-6.0
02-27-2019,3831.45,1322.85,1,-16.88000000000011,-2.2000000000000455
02-28-2019,3833.23,1319.15,1,1.7800000000002,-3.699999999999818
03-01-2019,3850.08,1311.95,1,16.84999999999991,-7.2000000000000455
03-02-2019,3834.62,1311.95,0,-15.460000000000036,0.0
03-03-2019,3831.44,1311.95,0,-3.1799999999998363,0.0
03-04-2019,3814.58,1285.4,1,-16.860000000000127,-26.549999999999955
03-05-2019,3730.98,1283.8,1,-83.59999999999991,-1.6000000000001364
03-06-2019,3872.25,1285.85,1,141.26999999999998,2.0499999999999545
03-07-2019,3876.85,1285.3,1,4.599999999999909,-0.5499999999999545
03-08-2019,3886.82,1296.75,1,9.970000000000255,11.450000000000045
03-09-2019,3875.96,1296.75,0,-10.860000000000127,0.0
03-10-2019,3950.56,1296.75,0,74.59999999999991,0.0
03-11-2019,3928.17,1292.75,1,-22.389999999999873,-4.0
03-12-2019,3881.09,1297.05,1,-47.07999999999993,4.2999999999999545
03-13-2019,3892.51,1306.95,1,11.420000000000073,9.900000000000091
03-14-2019,3877.77,1295.55,1,-14.740000000000236,-11.400000000000091
03-15-2019,3885.21,1303.5,1,7.440000000000055,7.9500000000000455
03-16-2019,3936.5,1303.5,0,51.289999999999964,0.0
03-17-2019,4015.95,1303.5,0,79.44999999999982,0.0
03-18-2019,3994.92,1305.6,1,-21.029999999999745,2.099999999999909
03-19-2019,3998.77,1307.7,1,3.849999999999909,2.1000000000001364
03-20-2019,4029.11,1303.7,1,30.340000000000146,-4.0
03-21-2019,4056.4,1309.6,1,27.289999999999964,5.899999999999864
03-22-2019,3992.34,1311.3,1,-64.05999999999995,1.7000000000000455
03-23-2019,3999.06,1311.3,0,6.7199999999998,0.0
03-24-2019,4011.92,1311.3,0,12.860000000000127,0.0
03-25-2019,3994.11,1319.55,1,-17.809999999999945,8.25
03-26-2019,3935.89,1316.3,1,-58.220000000000255,-3.25
03-27-2019,3947.74,1309.7,1,11.849999999999909,-6.599999999999909
03-28-2019,4048.51,1295.15,1,100.77000000000044,-14.549999999999955
03-29-2019,4037.37,1295.4,1,-11.140000000000327,0.25
03-30-2019,4115.55,1295.4,0,78.18000000000029,0.0
03-31-2019,4114.44,1295.4,0,-1.110000000000582,0.0
04-01-2019,4114.16,1293.5,1,-0.27999999999974534,-1.900000000000091
04-02-2019,4152.53,1290.3,1,38.36999999999989,-3.2000000000000455
04-03-2019,4882.88,1290.45,1,730.3500000000004,0.15000000000009095
04-04-2019,4959.81,1283.15,1,76.93000000000029,-7.2999999999999545
04-05-2019,4911.24,1288.45,1,-48.57000000000062,5.2999999999999545
04-06-2019,5028.77,1288.45,0,117.53000000000065,0.0
04-07-2019,5053.52,1288.45,0,24.75,0.0
04-08-2019,5189.39,1300.0,1,135.8699999999999,11.549999999999955
04-09-2019,5268.71,1303.0,1,79.31999999999971,3.0
04-10-2019,5175.81,1305.45,1,-92.89999999999964,2.4500000000000455
04-11-2019,5310.18,1298.8,1,134.3699999999999,-6.650000000000091
04-12-2019,5035.02,1294.3,1,-275.15999999999985,-4.5
04-13-2019,5072.85,1294.3,0,37.82999999999993,0.0
04-14-2019,5064.62,1294.3,0,-8.230000000000473,0.0
04-15-2019,5152.51,1285.65,1,87.89000000000033,-8.649999999999864
04-16-2019,5036.18,1276.35,1,-116.32999999999993,-9.300000000000182
04-17-2019,5196.65,1275.85,1,160.46999999999935,-0.5
04-18-2019,5220.37,1275.7,1,23.720000000000255,-0.14999999999986358
04-19-2019,5276.31,1275.7,0,55.94000000000051,0.0
04-20-2019,5277.04,1275.7,0,0.7299999999995634,0.0
04-21-2019,5309.28,1275.7,0,32.23999999999978,0.0
04-22-2019,5281.83,1275.7,0,-27.449999999999818,0.0
04-23-2019,5377.19,1269.5,1,95.35999999999967,-6.2000000000000455
04-24-2019,5518.16,1271.65,1,140.97000000000025,2.150000000000091
04-25-2019,5434.19,1280.8,1,-83.97000000000025,9.149999999999864
04-26-2019,5195.61,1284.2,1,-238.57999999999993,3.400000000000091
04-27-2019,5292.83,1284.2,0,97.22000000000025,0.0
04-28-2019,5280.19,1284.2,0,-12.640000000000327,0.0
04-29-2019,5301.29,1279.5,1,21.100000000000364,-4.7000000000000455
04-30-2019,5260.65,1282.3,1,-40.64000000000033,2.7999999999999545
05-01-2019,5269.79,1283.8,1,9.140000000000327,1.5
05-02-2019,5326.67,1270.95,1,56.88000000000011,-12.849999999999909
05-03-2019,5390.16,1278.55,1,63.48999999999978,7.599999999999909
05-04-2019,5657.14,1278.55,0,266.9800000000005,0.0
05-05-2019,5771.08,1278.55,0,113.9399999999996,0.0
05-06-2019,5717.66,1278.55,0,-53.42000000000007,0.0
05-07-2019,5684.47,1281.2,1,-33.1899999999996,2.650000000000091
05-08-2019,5755.72,1285.2,1,71.25,4.0
05-09-2019,5936.72,1286.1,1,181.0,0.8999999999998636
05-10-2019,6146.91,1287.1,1,210.1899999999996,1.0
05-11-2019,6348.02,1287.1,0,201.11000000000058,0.0
05-12-2019,7248.31,1287.1,0,900.29,0.0
05-13-2019,6978.63,1295.6,1,-269.6800000000003,8.5
05-14-2019,7823.11,1298.4,1,844.4799999999996,2.800000000000182
05-15-2019,7992.69,1299.1,1,169.57999999999993,0.6999999999998181
05-16-2019,8206.9,1291.7,1,214.21000000000004,-7.399999999999864
05-17-2019,7885.96,1280.8,1,-320.9399999999996,-10.900000000000091
05-18-2019,7362.22,1280.8,0,-523.7399999999998,0.0
05-19-2019,7265.05,1280.8,0,-97.17000000000007,0.0
05-20-2019,8193.7,1276.85,1,928.6500000000005,-3.9500000000000455
05-21-2019,8007.03,1271.15,1,-186.67000000000098,-5.699999999999818
05-22-2019,7952.5,1273.8,1,-54.529999999999745,2.6499999999998636
05-23-2019,7625.93,1283.65,1,-326.5699999999997,9.850000000000136
05-24-2019,7880.29,1282.5,1,254.35999999999967,-1.150000000000091
05-25-2019,8003.26,1282.5,0,122.97000000000025,0.0
05-26-2019,8071.45,1282.5,0,68.1899999999996,0.0
05-27-2019,8744.42,1282.5,0,672.9700000000003,0.0
05-28-2019,8770.06,1278.3,1,25.639999999999418,-4.2000000000000455
05-29-2019,8719.88,1281.65,1,-50.18000000000029,3.3500000000001364
05-30-2019,8662.98,1280.95,1,-56.899999999999636,-0.7000000000000455
05-31-2019,8272.46,1295.55,1,-390.52000000000044,14.599999999999909
06-01-2019,8553.81,1295.55,0,281.35000000000036,0.0
06-02-2019,8554.8,1295.55,0,0.9899999999997817,0.0
06-03-2019,8739.03,1317.1,1,184.23000000000138,21.549999999999955
06-04-2019,8134.92,1324.25,1,-604.1100000000006,7.150000000000091
06-05-2019,7675.8,1335.05,1,-459.1199999999999,10.799999999999955
06-06-2019,7786.04,1335.5,1,110.23999999999978,0.4500000000000455
06-07-2019,7803.23,1340.65,1,17.1899999999996,5.150000000000091
06-08-2019,7998.29,1340.65,0,195.0600000000004,0.0
06-09-2019,7931.34,1340.65,0,-66.94999999999982,0.0
06-10-2019,7640.61,1328.6,1,-290.7300000000005,-12.050000000000182
06-11-2019,8020.38,1324.3,1,379.77000000000044,-4.2999999999999545
06-12-2019,7917.58,1332.35,1,-102.80000000000018,8.049999999999955
06-13-2019,8173.06,1335.9,1,255.48000000000047,3.550000000000182
06-14-2019,8237.88,1351.25,1,64.8199999999988,15.349999999999909
06-15-2019,8693.6,1351.25,0,455.72000000000116,0.0
06-16-2019,8859.47,1351.25,0,165.86999999999898,0.0
06-17-2019,8978.99,1341.3,1,119.52000000000044,-9.950000000000045
06-18-2019,9327.48,1341.35,1,348.4899999999998,0.049999999999954525
06-19-2019,9076.18,1344.05,1,-251.29999999999927,2.7000000000000455
06-20-2019,9281.7,1379.5,1,205.52000000000044,35.450000000000045
06-21-2019,9531.35,1397.15,1,249.64999999999964,17.65000000000009
06-22-2019,10209.38,1397.15,0,678.0299999999988,0.0
06-23-2019,10668.63,1397.15,0,459.25,0.0
06-24-2019,10814.48,1405.7,1,145.85000000000036,8.549999999999955
06-25-2019,11017.5,1431.4,1,203.02000000000044,25.700000000000045
06-26-2019,11766.4,1403.95,1,748.8999999999996,-27.450000000000045
06-27-2019,12932.55,1402.5,1,1166.1499999999996,-1.4500000000000455
06-28-2019,11132.85,1409.0,1,-1799.699999999999,6.5
06-29-2019,12374.35,1409.0,0,1241.5,0.0
06-30-2019,11890.38,1409.0,0,-483.97000000000116,0.0
07-01-2019,10737.73,1390.1,1,-1152.6499999999996,-18.90000000000009
07-02-2019,10578.72,1391.05,1,-159.01000000000022,0.9500000000000455
07-03-2019,10805.4,1413.5,1,226.6800000000003,22.450000000000045
07-04-2019,11984.76,1414.9,1,1179.3600000000006,1.400000000000091
07-05-2019,11160.49,1388.65,1,-824.2700000000004,-26.25
07-06-2019,10955.16,1388.65,0,-205.32999999999993,0.0
07-07-2019,11232.04,1388.65,0,276.880000000001,0.0
07-08-2019,11477.01,1400.1,1,244.96999999999935,11.449999999999818
07-09-2019,12313.08,1391.55,1,836.0699999999997,-8.549999999999955
07-10-2019,12586.78,1408.3,1,273.7000000000007,16.75
07-11-2019,12099.9,1413.75,1,-486.880000000001,5.4500000000000455
07-12-2019,11352.87,1407.6,1,-747.0299999999988,-6.150000000000091
07-13-2019,11803.97,1407.6,0,451.09999999999854,0.0
07-14-2019,11389.1,1407.6,0,-414.869999999999,0.0
07-15-2019,10186.96,1412.4,1,-1202.1400000000012,4.800000000000182
07-16-2019,10873.5,1409.85,1,686.5400000000009,-2.550000000000182
07-17-2019,9397.72,1410.35,1,-1475.7800000000007,0.5
07-18-2019,9674.28,1417.45,1,276.5600000000013,7.100000000000136
07-19-2019,10638.56,1439.7,1,964.2799999999988,22.25
07-20-2019,10535.75,1439.7,0,-102.80999999999949,0.0
07-21-2019,10764.9,1439.7,0,229.14999999999964,0.0
07-22-2019,10587.41,1427.75,1,-177.48999999999978,-11.950000000000045
07-23-2019,10323.62,1425.55,1,-263.78999999999905,-2.2000000000000455
07-24-2019,9844.3,1426.95,1,-479.3200000000015,1.400000000000091
07-25-2019,9772.17,1416.1,1,-72.1299999999992,-10.850000000000136
07-26-2019,9875.17,1420.4,1,103.0,4.300000000000182
07-27-2019,9848.65,1420.4,0,-26.520000000000437,0.0
07-28-2019,9473.99,1420.4,0,-374.65999999999985,0.0
07-29-2019,9530.0,1419.05,1,56.01000000000022,-1.3500000000001364
07-30-2019,9501.33,1425.9,1,-28.670000000000073,6.850000000000136
07-31-2019,9589.13,1427.55,1,87.79999999999927,1.6499999999998636
08-01-2019,10084.7,1406.8,1,495.5700000000015,-20.75
08-02-2019,10407.17,1441.75,1,322.46999999999935,34.950000000000045
08-03-2019,10529.55,1441.75,0,122.3799999999992,0.0
08-04-2019,10814.57,1441.75,0,285.02000000000044,0.0
08-05-2019,10980.23,1465.25,1,165.65999999999985,23.5
08-06-2019,11787.99,1465.25,1,807.7600000000002,0.0
08-07-2019,11465.67,1506.05,1,-322.3199999999997,40.799999999999955
08-08-2019,11960.82,1495.75,1,495.14999999999964,-10.299999999999955
08-09-2019,11996.41,1497.7,1,35.590000000000146,1.9500000000000455
08-10-2019,11856.64,1497.7,0,-139.77000000000044,0.0
08-11-2019,11282.22,1497.7,0,-574.4200000000001,0.0
08-12-2019,11566.84,1504.7,1,284.6200000000008,7.0
08-13-2019,11386.26,1498.4,1,-180.57999999999993,-6.2999999999999545
08-14-2019,10858.12,1513.25,1,-528.1399999999994,14.849999999999909
08-15-2019,10016.96,1515.65,1,-841.1600000000017,2.400000000000091
08-16-2019,10302.17,1515.25,1,285.21000000000095,-0.40000000000009095
08-17-2019,10359.44,1515.25,0,57.27000000000044,0.0
08-18-2019,10214.52,1515.25,0,-144.92000000000007,0.0
08-19-2019,10317.6,1496.6,1,103.07999999999993,-18.65000000000009
08-20-2019,10917.26,1504.55,1,599.6599999999999,7.9500000000000455
08-21-2019,10760.56,1503.25,1,-156.70000000000073,-1.2999999999999545
08-22-2019,10129.4,1502.05,1,-631.1599999999999,-1.2000000000000455
08-23-2019,10111.98,1503.8,1,-17.420000000000073,1.75
08-24-2019,10405.81,1503.8,0,293.8299999999999,0.0
08-25-2019,10143.8,1503.8,0,-262.0100000000002,0.0
08-26-2019,10135.06,1503.8,0,-8.739999999999782,0.0
08-27-2019,10360.28,1532.95,1,225.22000000000116,29.15000000000009
08-28-2019,10171.95,1537.15,1,-188.32999999999993,4.2000000000000455
08-29-2019,9717.82,1540.2,1,-454.130000000001,3.0499999999999545
08-30-2019,9484.55,1528.4,1,-233.27000000000044,-11.799999999999955
08-31-2019,9577.99,1528.4,0,93.44000000000051,0.0
09-01-2019,9600.9,1528.4,0,22.909999999999854,0.0
09-02-2019,9769.79,1525.95,1,168.89000000000124,-2.4500000000000455
09-03-2019,10386.64,1537.85,1,616.8499999999985,11.899999999999864
09-04-2019,10621.29,1546.1,1,234.65000000000146,8.25
09-05-2019,10584.16,1529.1,1,-37.13000000000102,-17.0
09-06-2019,10577.8,1523.7,1,-6.360000000000582,-5.399999999999864
09-07-2019,10317.47,1523.7,0,-260.3299999999999,0.0
09-08-2019,10487.21,1523.7,0,169.73999999999978,0.0
09-09-2019,10406.31,1509.2,1,-80.89999999999964,-14.5
09-10-2019,10313.66,1498.25,1,-92.64999999999964,-10.950000000000045
09-11-2019,10101.03,1490.65,1,-212.6299999999992,-7.599999999999909
09-12-2019,10159.32,1515.2,1,58.289999999999054,24.549999999999955
09-13-2019,10420.16,1503.1,1,260.84000000000015,-12.100000000000136
09-14-2019,10363.9,1503.1,0,-56.26000000000022,0.0
09-15-2019,10361.33,1503.1,0,-2.569999999999709,0.0
09-16-2019,10310.43,1497.2,1,-50.899999999999636,-5.899999999999864
09-17-2019,10265.63,1502.1,1,-44.80000000000109,4.899999999999864
09-18-2019,10190.36,1503.5,1,-75.26999999999862,1.400000000000091
09-19-2019,10157.59,1500.7,1,-32.77000000000044,-2.7999999999999545
09-20-2019,10275.88,1501.9,1,118.28999999999905,1.2000000000000455
09-21-2019,10173.11,1501.9,0,-102.76999999999862,0.0
09-22-2019,9979.49,1501.9,0,-193.6200000000008,0.0
09-23-2019,10033.05,1522.1,1,53.55999999999949,20.199999999999818
09-24-2019,9683.38,1520.65,1,-349.6700000000001,-1.449999999999818
09-25-2019,8553.61,1528.75,1,-1129.7699999999986,8.099999999999909
09-26-2019,8432.23,1506.4,1,-121.38000000000102,-22.34999999999991
09-27-2019,8055.64,1489.9,1,-376.58999999999924,-16.5
09-28-2019,8193.9,1489.9,0,138.2599999999993,0.0
09-29-2019,8225.0,1489.9,0,31.100000000000364,0.0
09-30-2019,8056.74,1485.3,1,-168.26000000000022,-4.600000000000136
10-01-2019,8307.74,1473.45,1,251.0,-11.849999999999909
10-02-2019,8322.92,1492.6,1,15.180000000000291,19.149999999999864
10-03-2019,8382.03,1517.1,1,59.11000000000058,24.5
10-04-2019,8236.17,1499.15,1,-145.86000000000058,-17.949999999999818
10-05-2019,8155.48,1499.15,0,-80.69000000000051,0.0
10-06-2019,8147.69,1499.15,0,-7.789999999999964,0.0
10-07-2019,7869.74,1501.25,1,-277.9499999999998,2.099999999999909
10-08-2019,8212.02,1505.85,1,342.28000000000065,4.599999999999909
10-09-2019,8190.0,1507.25,1,-22.020000000000437,1.400000000000091
10-10-2019,8587.92,1494.8,1,397.9200000000001,-12.450000000000045
10-11-2019,8586.9,1479.15,1,-1.0200000000004366,-15.649999999999864
10-12-2019,8269.73,1479.15,0,-317.1700000000001,0.0
10-13-2019,8308.01,1479.15,0,38.280000000000655,0.0
10-14-2019,8283.76,1490.6,1,-24.25,11.449999999999818
10-15-2019,8353.54,1487.8,1,69.78000000000065,-2.7999999999999545
10-16-2019,8162.16,1485.1,1,-191.38000000000102,-2.7000000000000455
10-17-2019,8002.51,1492.65,1,-159.64999999999964,7.550000000000182
10-18-2019,8076.78,1490.0,1,74.26999999999953,-2.650000000000091
10-19-2019,7954.15,1490.0,0,-122.63000000000011,0.0
10-20-2019,7960.04,1490.0,0,5.890000000000327,0.0
10-21-2019,8231.06,1491.65,1,271.0199999999995,1.650000000000091
10-22-2019,8222.52,1485.35,1,-8.539999999999054,-6.300000000000182
10-23-2019,8026.76,1494.45,1,-195.76000000000022,9.100000000000136
10-24-2019,7469.56,1496.55,1,-557.1999999999998,2.099999999999909
10-25-2019,7431.88,1513.45,1,-37.68000000000029,16.90000000000009
10-26-2019,8666.79,1513.45,0,1234.9100000000008,0.0
10-27-2019,9259.8,1513.45,0,593.0099999999984,0.0
10-28-2019,9551.54,1492.4,1,291.7400000000016,-21.049999999999955
10-29-2019,9218.76,1486.75,1,-332.78000000000065,-5.650000000000091
10-30-2019,9433.35,1492.1,1,214.59000000000015,5.349999999999909
10-31-2019,9164.62,1510.95,1,-268.72999999999956,18.850000000000136
11-01-2019,9147.98,1508.8,1,-16.640000000001237,-2.150000000000091
11-02-2019,9252.99,1508.8,0,105.01000000000022,0.0
11-03-2019,9301.18,1508.8,0,48.19000000000051,0.0
11-04-2019,9206.16,1509.45,1,-95.02000000000044,0.650000000000091
11-05-2019,9418.05,1488.95,1,211.88999999999942,-20.5
11-06-2019,9310.19,1486.05,1,-107.85999999999876,-2.900000000000091
11-07-2019,9343.34,1484.25,1,33.149999999999636,-1.7999999999999545
11-08-2019,9204.24,1464.15,1,-139.10000000000036,-20.09999999999991
11-09-2019,8766.04,1464.15,0,-438.1999999999989,0.0
11-10-2019,8809.41,1464.15,0,43.36999999999898,0.0
11-11-2019,9037.12,1458.7,1,227.71000000000095,-5.4500000000000455
11-12-2019,8717.81,1452.05,1,-319.3100000000013,-6.650000000000091
11-13-2019,8801.52,1462.9,1,83.71000000000095,10.850000000000136
11-14-2019,8762.42,1466.65,1,-39.100000000000364,3.75
11-15-2019,8632.32,1466.9,1,-130.10000000000036,0.25
11-16-2019,8457.69,1466.9,0,-174.6299999999992,0.0
11-17-2019,8482.7,1466.9,0,25.01000000000022,0.0
11-18-2019,8503.93,1467.65,1,21.229999999999563,0.75
11-19-2019,8175.99,1468.45,1,-327.9400000000005,0.7999999999999545
11-20-2019,8120.8,1471.7,1,-55.1899999999996,3.25
11-21-2019,8081.81,1467.05,1,-38.98999999999978,-4.650000000000091
11-22-2019,7617.07,1464.45,1,-464.7400000000007,-2.599999999999909
11-23-2019,7286.35,1464.45,0,-330.71999999999935,0.0
11-24-2019,7324.03,1464.45,0,37.67999999999938,0.0
11-25-2019,6907.4,1458.4,1,-416.6300000000001,-6.0499999999999545
11-26-2019,7130.25,1454.65,1,222.85000000000036,-3.75
11-27-2019,7163.63,1454.35,1,33.38000000000011,-0.3000000000001819
11-28-2019,7523.83,1454.65,1,360.1999999999998,0.3000000000001819
11-29-2019,7431.0,1460.15,1,-92.82999999999993,5.5
11-30-2019,7757.47,1460.15,0,326.47000000000025,0.0
12-01-2019,7557.72,1460.15,0,-199.75,0.0
12-02-2019,7402.69,1461.15,1,-155.03000000000065,1.0
12-03-2019,7309.59,1477.3,1,-93.09999999999945,16.149999999999864
12-04-2019,7296.77,1475.1,1,-12.819999999999709,-2.2000000000000455
12-05-2019,7192.85,1475.95,1,-103.92000000000007,0.8500000000001364
12-06-2019,7395.97,1459.65,1,203.1199999999999,-16.299999999999955
12-07-2019,7547.19,1459.65,0,151.21999999999935,0.0
12-08-2019,7504.83,1459.65,0,-42.35999999999967,0.0
12-09-2019,7522.39,1461.7,1,17.5600000000004,2.0499999999999545
12-10-2019,7337.42,1464.95,1,-184.97000000000025,3.25
12-11-2019,7220.76,1466.8,1,-116.65999999999985,1.849999999999909
12-12-2019,7202.31,1467.8,1,-18.449999999999818,1.0
12-13-2019,7189.16,1466.6,1,-13.150000000000546,-1.2000000000000455
12-14-2019,7251.87,1466.6,0,62.710000000000036,0.0
12-15-2019,7067.74,1466.6,0,-184.1300000000001,0.0
12-16-2019,7111.14,1477.9,1,43.400000000000546,11.300000000000182
12-17-2019,6879.54,1475.8,1,-231.60000000000036,-2.1000000000001364
12-18-2019,6612.12,1474.05,1,-267.4200000000001,-1.75
12-19-2019,7284.29,1476.7,1,672.1700000000001,2.650000000000091
12-20-2019,7150.86,1479.0,1,-133.4300000000003,2.2999999999999545
12-21-2019,7190.17,1479.0,0,39.3100000000004,0.0
12-22-2019,7143.2,1479.0,0,-46.970000000000255,0.0
12-23-2019,7514.41,1482.1,1,371.21000000000004,3.099999999999909
12-24-2019,7322.08,1482.1,0,-192.32999999999993,0.0
12-25-2019,7250.69,1482.1,0,-71.39000000000033,0.0
12-26-2019,7192.72,1482.1,0,-57.969999999999345,0.0
12-27-2019,7194.4,1511.5,1,1.6799999999993815,29.40000000000009
12-28-2019,7243.93,1511.5,0,49.530000000000655,0.0
12-29-2019,7301.07,1511.5,0,57.13999999999942,0.0
12-30-2019,7385.36,1514.75,1,84.28999999999996,3.25
12-31-2019,7219.6,1514.75,0,-165.7599999999993,0.0
01-01-2020,7168.31,1514.75,0,-51.289999999999964,0.0
01-02-2020,7175.68,1527.1,1,7.369999999999891,12.349999999999909
01-03-2020,6944.33,1548.75,1,-231.35000000000036,21.65000000000009
01-04-2020,7326.35,1548.75,0,382.02000000000044,0.0
