Date,BitCoin,Gold,Flag
08-26-2020,11337.4,1932.95,1
08-27-2020,11467.37,1923.85,1
08-28-2020,11302.01,1957.35,1
08-29-2020,11534.75,1957.35,0
08-30-2020,11481.64,1957.35,0
08-31-2020,11707.78,1957.35,0
09-01-2020,11659.57,1972.35,1
09-02-2020,11923.25,1947.05,1
09-03-2020,11397.44,1940.45,1
09-04-2020,10187.51,1926.3,1
09-05-2020,10467.89,1926.3,0
09-06-2020,10159.62,1926.3,0
09-07-2020,10254.93,1928.45,1
09-08-2020,10367.74,1910.95,1
09-09-2020,10121.52,1947.2,1
09-10-2020,10227.83,1966.25,1
09-11-2020,10352.66,1947.4,1
09-12-2020,10395.44,1947.4,0
09-13-2020,10446.44,1947.4,0
09-14-2020,10330.77,1958.7,1
09-15-2020,10674.64,1949.35,1
09-16-2020,10785.62,1961.8,1
09-17-2020,10948.43,1936.25,1
09-18-2020,10943.89,1950.85,1
09-19-2020,10931.79,1950.85,0
09-20-2020,11081.43,1950.85,0
09-21-2020,10919.65,1909.35,1
09-22-2020,10430.46,1906.0,1
09-23-2020,10532.22,1873.4,1
09-24-2020,10234.48,1861.75,1
09-25-2020,10732.43,1859.7,1
09-26-2020,10692.84,1859.7,0
09-27-2020,10732.4,1859.7,0
09-28-2020,10774.24,1864.3,1
09-29-2020,10692.33,1883.95,1
09-30-2020,10840.8,1886.9,1
10-01-2020,10777.92,1902.0,1
10-02-2020,10619.24,1903.05,1
10-03-2020,10575.06,1903.05,0
10-04-2020,10551.77,1903.05,0
10-05-2020,10673.46,1909.6,1
10-06-2020,10788.56,1913.4,1
10-07-2020,10603.74,1884.5,1
10-08-2020,10670.8,1887.45,1
10-09-2020,10923.3,1923.25,1
10-10-2020,11063.19,1923.25,0
10-11-2020,11302.67,1923.25,0
10-12-2020,11376.61,1925.5,1
10-13-2020,11540.04,1891.3,1
10-14-2020,11428.24,1910.05,1
10-15-2020,11431.32,1891.9,1
10-16-2020,11503.73,1905.05,1
10-17-2020,11327.57,1905.05,0
10-18-2020,11366.51,1905.05,0
10-19-2020,11508.2,1905.6,1
10-20-2020,11758.16,1898.4,1
10-21-2020,11925.46,1924.15,1
10-22-2020,12831.56,1900.95,1
10-23-2020,12990.25,1903.65,1
10-24-2020,12944.52,1903.65,0
10-25-2020,13128.46,1903.65,0
10-26-2020,13036.77,1898.45,1
10-27-2020,13076.37,1905.7,1
10-28-2020,13651.47,1869.95,1
10-29-2020,13289.0,1870.3,1
10-30-2020,13458.66,1881.85,1
10-31-2020,13564.72,1881.85,0
11-01-2020,13810.32,1881.85,0
11-02-2020,13758.88,1889.9,1
11-03-2020,13575.17,1908.3,1
11-04-2020,14023.31,1900.15,1
11-05-2020,14155.59,1938.45,1
11-06-2020,15591.39,1940.8,1
11-07-2020,15595.77,1940.8,0
11-08-2020,14839.84,1940.8,0
11-09-2020,15490.6,1867.3,1
11-10-2020,15328.53,1878.7,1
11-11-2020,15317.04,1860.95,1
11-12-2020,15708.65,1874.85,1
11-13-2020,16295.57,1890.9,1
11-14-2020,16339.33,1890.9,0
11-15-2020,16091.07,1890.9,0
11-16-2020,15968.16,1885.6,1
11-17-2020,16725.15,1889.05,1
11-18-2020,17679.72,1876.1,1
11-19-2020,17798.45,1857.35,1
11-20-2020,17820.57,1875.7,1
11-21-2020,18687.45,1875.7,0
11-22-2020,18699.75,1875.7,0
11-23-2020,18422.28,1840.2,1
11-24-2020,18398.91,1799.6,1
11-25-2020,19172.52,1810.2,1
11-26-2020,18739.8,1807.4,1
11-27-2020,17151.44,1779.3,1
11-28-2020,17138.87,1779.3,0
11-29-2020,17732.42,1779.3,0
11-30-2020,18191.6,1762.55,1
12-01-2020,19709.73,1810.75,1
12-02-2020,18792.52,1822.6,1
12-03-2020,19226.97,1832.35,1
12-04-2020,19454.54,1843.0,1
12-05-2020,18670.49,1843.0,0
12-06-2020,19155.06,1843.0,0
12-07-2020,19377.66,1859.95,1
12-08-2020,19181.41,1868.15,1
12-09-2020,18318.87,1841.75,1
12-10-2020,18554.15,1844.35,1
12-11-2020,18247.76,1842.0,1
12-12-2020,18029.36,1842.0,0
12-13-2020,18803.44,1842.0,0
12-14-2020,19164.48,1831.15,1
12-15-2020,19276.59,1850.65,1
12-16-2020,19439.75,1851.95,1
12-17-2020,21379.48,1890.75,1
12-18-2020,22847.46,1879.75,1
12-19-2020,23150.79,1879.75,0
12-20-2020,23869.92,1879.75,0
12-21-2020,23490.58,1880.0,1
12-22-2020,22745.48,1877.1,1
12-23-2020,23824.99,1875.0,1
12-24-2020,23253.37,1875.0,0
12-25-2020,23715.53,1875.0,0
12-26-2020,24693.58,1875.0,0
12-27-2020,26443.21,1875.0,0
12-28-2020,26246.58,1875.0,0
12-29-2020,27036.69,1874.3,1
12-30-2020,27376.37,1887.6,1
12-31-2020,28856.59,1887.6,0
01-01-2021,28982.56,1887.6,0
01-02-2021,29393.75,1887.6,0
01-03-2021,32195.46,1887.6,0
01-04-2021,33000.78,1943.2,1
01-05-2021,32035.03,1940.35,1
01-06-2021,34046.67,1931.95,1
01-07-2021,36860.41,1920.1,1
01-08-2021,39486.04,1862.9,1
01-09-2021,40670.25,1862.9,0
01-10-2021,40240.72,1862.9,0
01-11-2021,38240.09,1847.25,1
01-12-2021,35544.94,1841.25,1
01-13-2021,34011.82,1858.85,1
01-14-2021,37393.13,1841.75,1
01-15-2021,39158.47,1839.0,1
01-16-2021,36828.52,1839.0,0
01-17-2021,36065.2,1839.0,0
01-18-2021,35793.01,1833.05,1
01-19-2021,36632.35,1834.7,1
01-20-2021,36020.13,1856.6,1
01-21-2021,35538.98,1862.1,1
01-22-2021,30797.88,1852.7,1
01-23-2021,33002.38,1852.7,0
01-24-2021,32099.74,1852.7,0
01-25-2021,32276.84,1856.85,1
01-26-2021,32243.26,1856.6,1
01-27-2021,32541.8,1843.0,1
01-28-2021,30419.17,1853.7,1
01-29-2021,33403.17,1863.8,1
01-30-2021,34314.26,1863.8,0
01-31-2021,34318.1,1863.8,0
02-01-2021,33136.46,1862.95,1
02-02-2021,33522.9,1833.1,1
02-03-2021,35529.66,1835.45,1
02-04-2021,37676.25,1785.9,1
02-05-2021,37002.09,1802.95,1
02-06-2021,38278.61,1802.95,0
02-07-2021,39323.26,1802.95,0
02-08-2021,38928.1,1835.25,1
02-09-2021,46364.3,1839.6,1
02-10-2021,46589.58,1842.65,1
02-11-2021,44878.17,1840.1,1
02-12-2021,48013.38,1816.35,1
02-13-2021,47471.4,1816.35,0
02-14-2021,47185.19,1816.35,0
02-15-2021,48720.37,1817.3,1
02-16-2021,47951.85,1794.25,1
02-17-2021,49160.1,1780.7,1
02-18-2021,52118.23,1773.15,1
02-19-2021,51608.15,1786.2,1
02-20-2021,55916.5,1786.2,0
02-21-2021,56001.2,1786.2,0
02-22-2021,57487.86,1807.45,1
02-23-2021,54123.4,1799.65,1
02-24-2021,48880.43,1788.0,1
02-25-2021,50624.84,1779.65,1
02-26-2021,46800.42,1742.85,1
02-27-2021,46340.31,1742.85,0
02-28-2021,46155.87,1742.85,0
03-01-2021,45113.92,1734.15,1
03-02-2021,49618.43,1723.85,1
03-03-2021,48356.04,1711.4,1
03-04-2021,50477.7,1712.1,1
03-05-2021,48448.91,1696.25,1
03-06-2021,48861.38,1696.25,0
03-07-2021,48881.59,1696.25,0
03-08-2021,51169.7,1687.05,1
03-09-2021,52299.33,1716.9,1
03-10-2021,54881.52,1716.2,1
03-11-2021,55997.23,1724.25,1
03-12-2021,57764.0,1704.8,1
03-13-2021,57253.28,1704.8,0
03-14-2021,61258.73,1704.8,0
03-15-2021,59133.47,1723.65,1
03-16-2021,55754.72,1735.0,1
03-17-2021,56872.38,1729.65,1
03-18-2021,58913.0,1725.9,1
03-19-2021,57665.9,1735.2,1
03-20-2021,58075.1,1735.2,0
03-21-2021,58085.8,1735.2,0
03-22-2021,57411.17,1736.15,1
03-23-2021,54204.96,1726.2,1
03-24-2021,54477.46,1730.5,1
03-25-2021,52508.23,1737.3,1
03-26-2021,51415.92,1731.8,1
03-27-2021,55074.47,1731.8,0
03-28-2021,55863.93,1731.8,0
03-29-2021,55783.71,1705.95,1
03-30-2021,57627.67,1683.95,1
03-31-2021,58730.13,1691.05,1
04-01-2021,58735.25,1726.05,1
04-02-2021,58736.92,1726.05,0
04-03-2021,59031.32,1726.05,0
04-04-2021,57076.49,1726.05,0
04-05-2021,58206.55,1726.05,0
04-06-2021,59054.1,1744.65,1
04-07-2021,58020.46,1738.05,1
04-08-2021,55947.27,1755.5,1
04-09-2021,58048.59,1741.2,1
04-10-2021,58102.58,1741.2,0
04-11-2021,59774.0,1741.2,0
04-12-2021,59964.87,1732.85,1
04-13-2021,59834.74,1747.95,1
04-14-2021,63554.44,1735.55,1
04-15-2021,62969.12,1757.2,1
04-16-2021,63252.63,1774.45,1
04-17-2021,61455.98,1774.45,0
04-18-2021,60087.09,1774.45,0
04-19-2021,56251.48,1774.5,1
04-20-2021,55703.14,1777.85,1
04-21-2021,56507.91,1798.2,1
04-22-2021,53808.8,1787.75,1
04-23-2021,51731.71,1781.8,1
04-24-2021,51153.13,1781.8,0
04-25-2021,50110.53,1781.8,0
04-26-2021,49075.58,1773.35,1
04-27-2021,54056.64,1784.15,1
04-28-2021,55071.46,1772.2,1
04-29-2021,54884.1,1762.65,1
04-30-2021,53584.15,1767.65,1
05-01-2021,57796.62,1767.65,0
05-02-2021,57857.5,1767.65,0
05-03-2021,56610.46,1767.65,0
05-04-2021,57213.33,1797.75,1
05-05-2021,53241.72,1782.25,1
05-06-2021,57473.23,1813.15,1
05-07-2021,56428.16,1836.55,1
05-08-2021,57380.27,1836.55,0
05-09-2021,58928.81,1836.55,0
05-10-2021,58280.73,1840.45,1
05-11-2021,55883.5,1829.1,1
05-12-2021,56750.0,1830.7,1
05-13-2021,49007.09,1821.8,1
05-14-2021,49702.27,1838.1,1
05-15-2021,49922.52,1838.1,0
05-16-2021,46736.58,1838.1,0
05-17-2021,46441.64,1853.7,1
05-18-2021,43596.24,1866.75,1
05-19-2021,42912.19,1888.45,1
05-20-2021,36964.27,1878.3,1
05-21-2021,40784.32,1875.9,1
05-22-2021,37280.35,1875.9,0
05-23-2021,37528.3,1875.9,0
05-24-2021,34754.54,1880.15,1
05-25-2021,38728.59,1887.0,1
05-26-2021,38410.5,1899.75,1
05-27-2021,39266.04,1891.45,1
05-28-2021,38445.29,1899.95,1
05-29-2021,35689.62,1899.95,0
05-30-2021,34647.67,1899.95,0
05-31-2021,35684.59,1899.95,0
06-01-2021,37310.54,1899.35,1
06-02-2021,36662.64,1902.75,1
06-03-2021,37585.24,1866.55,1
06-04-2021,39188.59,1890.6,1
06-05-2021,36885.51,1890.6,0
06-06-2021,35530.38,1890.6,0
06-07-2021,35816.17,1888.4,1
06-08-2021,33514.87,1893.15,1
06-09-2021,33450.19,1894.6,1
06-10-2021,37338.36,1888.65,1
06-11-2021,36704.57,1881.05,1
06-12-2021,37313.18,1881.05,0
06-13-2021,35494.9,1881.05,0
06-14-2021,39066.82,1865.6,1
06-15-2021,40525.8,1865.1,1
06-16-2021,40188.56,1860.75,1
06-17-2021,38324.87,1778.7,1
06-18-2021,38068.04,1773.1,1
06-19-2021,35729.82,1773.1,0
06-20-2021,35524.17,1773.1,0
06-21-2021,35592.35,1775.05,1
06-22-2021,31686.55,1775.05,1
06-23-2021,32447.59,1791.6,1
06-24-2021,33674.66,1784.85,1
06-25-2021,34639.38,1786.65,1
06-26-2021,31640.58,1786.65,0
06-27-2021,32160.91,1786.65,0
06-28-2021,34644.45,1780.3,1
06-29-2021,34456.67,1755.45,1
06-30-2021,35847.7,1763.15,1
07-01-2021,35047.36,1781.5,1
07-02-2021,33536.88,1786.15,1
07-03-2021,33856.86,1786.15,0
07-04-2021,34688.98,1786.15,0
07-05-2021,35309.3,1791.35,1
07-06-2021,33747.97,1809.85,1
07-07-2021,34211.01,1804.65,1
07-08-2021,33839.04,1807.7,1
07-09-2021,32877.41,1806.0,1
07-10-2021,33818.52,1806.0,0
07-11-2021,33515.57,1806.0,0
07-12-2021,34227.64,1792.4,1
07-13-2021,33158.25,1813.85,1
07-14-2021,32686.56,1823.2,1
07-15-2021,32814.61,1823.75,1
07-16-2021,31738.59,1824.3,1
07-17-2021,31421.25,1824.3,0
07-18-2021,31520.66,1824.3,0
07-19-2021,31783.49,1814.9,1
07-20-2021,30815.94,1823.05,1
07-21-2021,29790.24,1802.15,1
07-22-2021,32118.06,1799.45,1
07-23-2021,32297.89,1799.6,1
07-24-2021,33581.63,1799.6,0
07-25-2021,34279.34,1799.6,0
07-26-2021,35365.2,1800.2,1
07-27-2021,37318.14,1800.35,1
07-28-2021,39405.95,1796.6,1
07-29-2021,40002.53,1829.3,1
07-30-2021,40005.93,1825.75,1
07-31-2021,42214.15,1825.75,0
08-01-2021,41659.06,1825.75,0
08-02-2021,40000.46,1811.45,1
08-03-2021,39193.94,1812.65,1
08-04-2021,38138.0,1829.1,1
08-05-2021,39750.14,1800.75,1
08-06-2021,40882.0,1762.9,1
08-07-2021,42825.95,1762.9,0
08-08-2021,44634.13,1762.9,0
08-09-2021,43816.14,1738.85,1
08-10-2021,46333.46,1723.35,1
08-11-2021,45608.37,1743.6,1
08-12-2021,45611.46,1747.4,1
08-13-2021,44417.78,1773.85,1
08-14-2021,47833.98,1773.85,0
08-15-2021,47112.19,1773.85,0
08-16-2021,47056.41,1786.35,1
08-17-2021,45982.55,1789.45,1
08-18-2021,44648.57,1783.45,1
08-19-2021,44777.86,1782.05,1
08-20-2021,46734.65,1779.05,1
08-21-2021,49327.75,1779.05,0
08-22-2021,48932.02,1779.05,0
08-23-2021,49335.68,1802.0,1
08-24-2021,49523.5,1808.45,1
08-25-2021,47744.58,1788.7,1
08-26-2021,48972.09,1786.6,1
08-27-2021,46962.8,1798.5,1
08-28-2021,49056.86,1798.5,0
08-29-2021,48897.65,1798.5,0
08-30-2021,48806.78,1798.5,0
08-31-2021,47074.77,1814.85,1
09-01-2021,47155.87,1811.8,1
09-02-2021,48862.76,1812.55,1
09-03-2021,49329.01,1823.7,1
09-04-2021,50035.33,1823.7,0
09-05-2021,49947.38,1823.7,0
09-06-2021,51769.06,1821.6,1
09-07-2021,52677.4,1802.15,1
09-08-2021,46809.17,1786.0,1
09-09-2021,46078.38,1788.25,1
09-10-2021,46368.69,1794.6,1
